pygame 2.5.2 (SDL 2.28.3, Python 3.11.5)
Hello from the pygame community. https://www.pygame.org/contribute.html
closing 'properly' ??
         508710 function calls (500427 primitive calls) in 1.845 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 __init__.py:525(TextureSequence)
        1    0.000    0.000    0.000    0.000 png.py:48(PNGImageDecoder)
        1    0.000    0.000    0.000    0.000 png.py:112(get_encoders)
        1    0.000    0.000    0.000    0.000 pil.py:45(get_file_extensions)
        5    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 tiled_object.py:45(Ellipse)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.TiledObject>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Text>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:53(DeviceOpenException)
        1    0.000    0.000    0.000    0.000 __init__.py:89(DocumentDecoder)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 __init__.py:2167(BufferImageMask)
        1    0.000    0.000    0.000    0.000 bmp.py:148(BMPImageDecoder)
        1    0.000    0.000    0.000    0.000 buffered_draw_commands.py:792(_Batch)
        1    0.000    0.000    0.000    0.000 layout.py:246(_LayoutContext)
        1    0.000    0.000    0.000    0.000 runlist.py:402(ZipRunIterator)
        3    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_set_none)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._SubclassOfValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.TileLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tileset.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.world.WorldMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(ShaderException)
        1    0.000    0.000    0.000    0.000 __init__.py:2229(createLock)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:247(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1981(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tileset.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.Layer>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:34(AttrsInstance)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_IsCallableValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.TiledObject>:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.ObjectLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tileset.Tileset>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:152(ImageException)
        1    0.000    0.000    0.000    0.000 atlas.py:65(AllocatorException)
        1    0.000    0.000    0.000    0.000 png.py:324(Error)
        1    0.000    0.000    0.000    0.000 base.py:57(DeviceExclusiveException)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_map.TiledMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 application.py:45(NoOpenGLException)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 base.py:194(GlyphTexture)
        1    0.000    0.000    0.000    0.000 pathlib.py:792(is_absolute)
        1    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Point>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.ImageLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.wang_set.WangTile>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tileset.Transformations>:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:82(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 model.py:285(NamedPointerType)
        1    0.000    0.000    0.000    0.000 dds.py:128(DDPIXELFORMAT)
        1    0.000    0.000    0.000    0.000 base.py:225(GlyphRenderer)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.Layer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.TileLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.LayerGroup>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.wang_set.WangColor>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 tiled_object.py:53(Point)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tileset.Tileset>:1(<module>)
        1    0.000    0.000    0.000    0.000 bmp.py:149(get_file_extensions)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 exception.py:1(UnknownFormat)
        1    0.000    0.000    0.000    0.000 _compat.py:145(make_func_with_cell)
        1    0.000    0.000    0.000    0.000 setters.py:12(pipe)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 tiled_object.py:88(Rectangle)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Ellipse>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Polygon>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.ImageLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_map.TiledMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.world.World>:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:2760(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 quartz.py:143(get_encoders)
        1    0.000    0.000    0.000    0.000 __init__.py:1747(DepthTexture)
        1    0.000    0.000    0.000    0.000 __init__.py:116(ImageDecodeException)
        1    0.000    0.000    0.000    0.000 pil.py:79(get_file_extensions)
        1    0.000    0.000    0.000    0.000 __init__.py:84(DocumentDecodeException)
        1    0.000    0.000    0.000    0.000 document.py:701(_ElementIterator)
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Point>:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2525(Buffer)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.wang_set.WangTile>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InstanceOfValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Ellipse>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Polyline>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.ObjectLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.wang_set.WangSet>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.wang_set.WangSet>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tileset.Transformations>:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:2769(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:120(ImageEncodeException)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 png.py:337(ProtocolError)
        1    0.000    0.000    0.000    0.000 layout.py:766(IncrementalTextLayoutGroup)
        2    0.000    0.000    0.000    0.000 inspect.py:3036(return_annotation)
        1    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(FrozenAttributeError)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Rectangle>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Text>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.Chunk>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.LayerGroup>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.wang_set.WangTile>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.world.WorldMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 png.py:329(FormatError)
        1    0.000    0.000    0.000    0.000 png.py:348(Default)
        1    0.000    0.000    0.000    0.000 pymunk_physics_engine.py:26(PymunkException)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Polygon>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.Chunk>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.world.WorldMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 png.py:79(get_file_extensions)
        1    0.000    0.000    0.000    0.000 bmp.py:356(get_encoders)
        1    0.000    0.000    0.000    0.000 __init__.py:983(setFormatter)
        2    0.000    0.000    0.000    0.000 subprocess.py:1089(__enter__)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'get_width' of 'pygame.surface.Surface' objects}
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(AttrsAttributeNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(NotAnAttrsClassError)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(DefaultAlreadySetError)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Polyline>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.Chunk>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.world.World>:1(<module>)
        1    0.000    0.000    0.000    0.000 dds.py:152(get_file_extensions)
        1    0.000    0.000    0.000    0.000 dds.py:223(get_encoders)
        1    0.000    0.000    0.000    0.000 quartz.py:54(get_animation_file_extensions)
        1    0.000    0.000    0.000    0.000 model.py:486(UnionType)
        1    0.000    0.000    0.000    0.000 png.py:344(ChunkError)
        1    0.000    0.000    0.000    0.000 layout.py:829(IncrementalTextDecorationGroup)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Rectangle>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(PythonTooOldError)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:86(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 png.py:49(get_file_extensions)
        1    0.000    0.000    0.000    0.000 model.py:482(StructType)
        1    0.000    0.000    0.000    0.000 base.py:236(FontException)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 exceptions.py:60(UnannotatedAttributeError)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 {method 'get_height' of 'pygame.surface.Surface' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2747(annotation)
        1    0.000    0.000    0.000    0.000 pyglet_view.py:160(isOpaque)


